,listing_url,job_title,company,location,summary
25,http://www.indeed.com/rc/clk?jk=afd58e7ed23e7374&fccid=448951d0ddf03e0c&vjs=3,Software Engineer,Datadog,"New York, NY","At Datadog, we’re on a mission to build the best monitoring platform in the world. We operate at high scale—trillions of data points per day—and high availability, providing always-on alerting, visualization, and tracing for our customers' infrastructure and applications around the globe.

Our engineering culture values pragmatism, honesty, and simplicity to solve hard problems the right way. Join us to own significant chunks of our architecture, build systems at scale, and ship to production every day for customers who care deeply about what you build.

In a typical week as a Software Engineer, you might:
----------------------------------------------------


Solve a scaling bottleneck in a critical service
Deploy a new feature to production, progressively rolling it out with feature flags
Investigate and fix a production issue from a service your team owns
Design a way to scale up a service for more traffic
With your team, plan the most important projects to work on next

Requirements
------------


You have significant experience in one or more languages
You value code simplicity and performance
You can design architecture to solve problems at high scale
You have a BS/MS/PhD in a scientific field or equivalent experience
You want to work in a fast, high-growth startup environment that respects its engineers and customers

Bonus points
------------


You've worked at high scale with systems like Redis, Cassandra, Kafka
You wrote your own data pipelines once or twice before
You have a strong background in statistics
You have significant experience with Go, C, or Python

"
26,http://www.indeed.com/rc/clk?jk=5f882419349e3104&fccid=9f645e340df2dcab&vjs=3,"Senior Software Engineer (Streaming, Cinema)",Career Evolutions,"Phoenix, AZ","Career Evolutions is searching for a Sr. Software Engineer (Streaming, Cinema) for a fast-growing IT Security Company. Full-time, direct-hire opportunity with a salary up to $150K.
If you’re looking to join a fast-growing technology company where your work in an upscale environment providing a direct impact on the organization and its customers then this may be the right opportunity for you.
A successful candidate will have strong passion for software development and experience in developing multi-party marketplace platforms. You must be highly analytical, able to work extremely effectively across multiple organizations, and adept at synthesizing a variety of technologies and capabilities into high quality, simple products and applications that customers love.
Key Responsibilities:
Own software development of our multi-party marketplace pertaining to cinema solutions (event cinema and PVOD).
Create software architecture, design and develop the marketplace platform; to manage the acquisition/publishing of content, marketing materials, business rule, quoting of content for consumers in Cinema, at home and on the go.
Develop software as part of a team using an Agile process.
Identify and recommend key software tools required for development of a multi-party marketplace platform.
Write client-side code for web applications; and write backend code to manage and integrate the front-end of the marketplace as required.
Basic Qualifications:
BS/MS/PhD in Computer Science or related field required.
Experience in working on large-scale distributed systems (cloud).
Data Driven architecture and systems design
Familiarity with or interest in JavaScript, HTML, CSS, Node.js, Python, Go, Grunt, Gulp React, Angular, Ember or similar.
Ability to identify and recommend key software tools required for development of a multi-party marketplace platform.
5+ years of experience in software development experience, web services, and user experiences
5+ years in an Agile development environment
Experience in the streaming media and web services fields
AWS experience a plus
Experience with data science application and population profiling.
Willingness to travel about 20%
Founded in 2008, Career Evolutions is a leading Executive Search Firm based in Scottsdale, Arizona. Career Evolutions provides products and services to identify top talent, develop employees, and maximize human capital to enhance the bottom line. For more info, please visit www.careerevolutions.net, check out our Current Opportunities, and contact us via phone 480.626.5253"
27,http://www.indeed.com/rc/clk?jk=9ae7695f3dc2836f&fccid=b5435bdc4be466ce&vjs=3,"Software Engineer, Tools and Infrastructure",Tesla,"Palo Alto, CA","Tesla’s continued success depends on engineers being able to develop, debug, and deploy software quickly. Our web services, tools, and build/release infrastructure directly impact over 1000 firmware engineers. You'll be joining a small team located at the center of the firmware organization. This unique position exposes us to a wide array of interesting technical challenges, and enables us to be the defenders of best practices such as code hygiene, reuse, and maintainability.


Responsibilities

Develop web services and tools that enhance the efficiency of the firmware organization.
Support plugin development for third party tools like JIRA, Bitbucket, Jenkins, etc.
Design and implement build automation systems.
Support the development community with a positive customer service attitude.
Position will require being available to perform maintenance during non-business hours and over the weekends.
Requirements

BS in Computer Science or related technical field or equivalent practical experience.
1+ years of full-time experience or strong internships.
Full-stack experience:
Expertise with Java (and related frameworks, e.g. Spring).
Proficient in front-end development (JavaScript and related frameworks, e.g. Angular, React).
Experience with relational databases and database schemas.
Demonstrated ability to design, implement, test, and deploy web applications.
Bonus: Experience with scripting (e.g. Python, Bash).
Bonus: Experience with version control systems (Git).
Bonus: Experience with deployment and administration (Linux, Apache, Tomcat).
Bonus: Experience with Atlassian products, especially plugin development (Bitbucket, JIRA).
Apply
Tesla participates in the E-Verify Program"
28,http://www.indeed.com/rc/clk?jk=c9780010b49da552&fccid=b5435bdc4be466ce&vjs=3,Software Engineer - Energy Fleet Analytics,Tesla,"Palo Alto, CA","Tesla’s mission is to accelerate the world’s transition to sustainable energy through increasingly affordable electric vehicles in addition to renewable energy generation and storage. The Energy Tools team's contribution is to construct full-stack software that enables data analysts, service engineers, and other software teams to dive with greater efficiency into our big data sources and solve critical safety and performance problems. We deliver software controls that are used to restore a fleet of over 300,000 energy systems to homeostasis. We provide the tools to keep the Energy fleet running so that Tesla can provide groundbreaking services such as aggregation and control, optimized dispatch, and wholesale market participation.


To accomplish this work, we embrace change, encourage continuous learning and foster psychological safety. As a member of the Energy Tools team, you will develop new features with automated tests while adapting to rapid feedback from stakeholders and addressing any urgent issues that manifest. We follow agile practices, leading you to work full-stack to ensure familiarity with all products, empowering you to help us complete all our commitments, and encouraging you to speak up about behavior that is slowing us down. You'll often go directly to domain experts within Tesla in order to better understand problems related to our solar, storage and software systems.


Responsibilities

Implement features collaboratively by making frequent commits to repos, reviewing pull requests promptly and delegating work when necessary
Write code at all levels of the stack and across multiple languages that is efficient, tested and well documented
Build out and maintain software and software configurations to support continuous integration, deployment, monitoring and automation of common tasks that are part of the software development pipeline
Recognize and propose solutions for scaling weaknesses, performance bottlenecks and security risks
Take ownership of several larger-scope projects by interacting directly with stakeholders to identify the specific problems they are struggling with, communicating with team to identify software solutions and breaking work down to enable parallel development efforts
Requirements

Bachelor’s degree or higher in computer science, engineering or equivalent in experience and training
Proficient in at least one programming/scripting language (we use Python, JavaScript & Golang)
Familiarity with a front-end application framework (we use React & Redux)
Comfortable working with databases, writing queries, and designing schemas (we work with SQL Server, MySql and Postgres)
Understanding of automated testing, deployment process and tools (we use Docker, Jenkins, Ansible & more)
Excellent written and verbal communication skills"
29,http://www.indeed.com/rc/clk?jk=a1a63a84bec9e585&fccid=8d0ce3817d129779&vjs=3,"Software Engineer, Analytics Infrastructure",Slack,"San Francisco, CA","At Slack, data plays a key role in helping us answer all types of questions: whether we should launch a feature, what type of advertisement campaigns to run, what API endpoints are most in need of performance improvements, etc. The Analytics Infrastructure team is responsible for building and maintaining software that powers these decision-making processes.

Some projects we work on are:

An end-to-end A/B testing framework that runs experiment configurations, tracks metrics, and measures results using statistical models.
An in-house dashboard builder that allows analysts to combine charts and SQL queries into presentable, easy-to-use web pages.
A wiki-style glossary for communicating key terms and metrics.

Join us to build a foundation for Analytics at Slack.

Requirements:

You have a good understanding of math and statistics.
You have a bachelor's degree in Statistics, Mathematics, Computer Science or related field, or equivalent training, fellowship, or work experience.
You have extensive experience with at least one of the following programming languages: JavaScript, Python, Ruby or PHP.
You possess strong computer science fundamentals, including a knowledge of data structures and algorithms.
You understand the importance of programming abstractions and apply them with great focus as you seek to simplify and improve the codebase.
You know how the web works. You know HTTP and TCP/IP and what a good API looks like.
You are someone that others enjoy working with due to your technical competence and positive attitude.
You can jump into situations with few guardrails and make things better.

Bonus Points:

Experience with JavaScript libraries like React.js and Redux or data visualization tools such as D3 or Highcharts.
Familiarity with distributed data processing tools (Hive, Presto, or Spark).

"
30,http://www.indeed.com/rc/clk?jk=6e616c6fbc9adf82&fccid=1e8470a7f21d5700&vjs=3,Java Software Engineer,Priceline.com,"Norwalk, CT","Are you passionate about complex, highly scalable software systems? Do you enjoy coming up with appropriate solutions to the most challenging business problems? Do you enjoy collaborating with the business folks to improve and grow the company’s products? Do you thrive in an environment where cross-functional, self-organizing agile teams are constantly experimenting to improve the product? Are you looking for a company that is not too big, not too small, and has a casual work environment? If so, then we just might have the perfect job for you!
priceline.com is looking for talented, result oriented, and innovative software engineers to join our e-commerce team, responsible for building services that enables searching & booking of travel products across multiple channels, including Priceline's web & mobile platforms and search engines like Google.
In addition to building applications that can hold up to the scale & growth of our business, our team of engineers work directly with the business leaders in defining the product roadmap and coming up with innovative solutions to grow the business. We believe in software craftsmanship and that there is real value in developing software so that it can be easily understood, maintained, and extended. At Priceline we are all about team work, accountability, innovation, and a customer-first approach. We work hard, but do so in a collaborative, fun and flexible work environment.
As a member of the team, you will have the opportunity to work on mission critical projects with direct impact on the evolution of Priceline's business. You will be able to apply your programming skills towards building low latency and high throughput transactional services. You will work on systems that serve hundreds of millions of searches a day, generate billions of events, and are monitored 24x7 using early warning and analytics systems build using the best of the big data technologies, including Cassandra, Kafka, Spark, Hadoop and Splunk. Our search systems perform highly concurrent, real-time searches across thousands of partners and collects and parses data from a diverse set of interfaces to get the best deals for our customers. We constantly explore new technologies and engineer better solutions for ever demanding business needs.
We are hiring at all levels, so whether you are a master craftsman or less experienced, if you have the skills or potential we seek, let us know.

Required Skills
Java: You will need to have strong object-oriented design and development skills and advanced knowledge of core Java or similar programming languages. Knowledge and experience with third party libraries, frameworks, and technologies is a plus.
Database: You will need to have strong SQL composition skills. Knowledge of big data and NoSql databases is a plus! We not only write software that collects and queries data, but we also compose queries for investigation and analysis. We collect a lot of data in real time from our applications and being able to compose ad hoc queries is necessary to develop and support our products.
Analysis & Problem Solving: You will need to understand our codebase and systems and the business requirements they implement so you can effectively make changes to our applications and investigate issues.
Communication: Whether via face-to-face discussion, phone, email, chat, white-boarding, or other collaboration platforms, you must be an effective communicator who can inform, explain, enable, teach, persuade, coordinate, etc.
Team Collaboration: You must be able to effectively collaborate and share ownership of your team's codebase and applications. You must be willing to fully engage in team efforts, speak up for what you think are the best solutions, and be able to converse respectfully and compromise when necessary.
Knowledge and Experience: A well-rounded software engineer will have broad and/or deep knowledge of various topics, tools, frameworks, and methodologies related to software engineering. None are required, but the more you can bring, the better. Here are some examples:

Webservices and API development
Startup and e-commerce experience
Spring frameworks
Git and Gitflow
Big Data solutions such as Cassandra, Hadoop, Spark, Kafka, Elastic Search and Solr
Hands-on with high capacity and low latency systems
Continuous integration and automated testing
Agile/Scrum
Open source projects
Server-side Javascript, Node.js

Required Experience:
A 4-year degree in Computer Science (or related field). Graduate degree helpful.
At least 1 year of work experience in Software Engineering and development.

priceline.com is part of The Priceline Group, now the 3rd largest e-commerce company in the world by market cap. As a company, our mission is simple: To help people experience the world. Priceline.com does this by offering the best and deepest travel discounts available on the market today."
31,http://www.indeed.com/rc/clk?jk=97e2099753cbd040&fccid=992667826d5f7aa4&vjs=3,Senior Software Engineer,Heitmeyer Consulting,"Amherst, NY","Sr. Software Engineer

MUST BE A US CITIZEN OR GREEN CARD HOLDER

This person will be working on integration of data - Oracle/ Websphere is the primary skill

The manager would really like to see someone that can grow from a Tech to a Tech Lead.

Nice to have but not required:
Actimize/ AML suite experience

Java/ Python

Job Description:
Provides designs, specifies information systems solutions and the highest level technical direction in the development of new or existing applications to solve basic to complex problems or enhancements.

Acts as a principal application designer for critical components and major modifications effectively using analytical skills, technical skills, available technology and tools in the evaluation of client requirements and processes.

Provides solutions that are technologically sound. Often directs and monitors the activities of junior staff.

RESPONSIBILITIES

Performs and oversees the most complex systems analysis, design and development efforts.

Plays a key role as a leader and individual contributor on complex projects. Provides the highest level

analytical consulting and leadership in identifying and implementing new uses of information technologies to assist the client areas and Bank in meeting their short term business goals and long term strategic objectives.

Must be able to direct and monitor junior resources, plus coordinate development tasks for any scope effort.

Prepares and manages the technical component of project plans.

Confers with other development staff, operations staff and IT staff in overall systems development direction from technical analysis to user acceptance testing.

Prepares and reviews test data and executes detailed test plans.

Performs any required debugging.

Evaluates and understands highly complex interrelationships and effects among programs, interfacing applications and platforms.

Prepares thorough, clear technical and functional specifications and updates systems documentation.

Reviews documentation prepared by junior development staff.

Prepares and reviews technical assessments to include required tasks, estimated time frames and effort for any scope project.

Maintains efficient operation and effectiveness of supported applications.

Recommends new technology, policies or processes to benefit the organization and improve deficiencies.

Typically will lead technical evaluations of vendor software.

Performs other related duties or projects as required, which may include playing a lead role in due diligence, cost/benefit analysis or business study activities.

Follows and promotes the use of development standards and procedures.

Maintains a high level of technical aptitude and expert working knowledge of the supporting application(s), development environments and the supported client environment.

Assists in developing expense and capital budgets."
32,http://www.indeed.com/rc/clk?jk=8afa7b0b8c6a83af&fccid=eface1852a770267&vjs=3,Software Engineer - Web Full Stack,AutoX Inc,"San Jose, CA","AutoX is an artificial intelligence company, based in Silicon Valley, and is creating full-stack A.I. software solution (perception, planning, and control) for self-driving vehicles to achieve level 5 full autonomy. Our disruptive innovation can deliver autonomous driving to more people, sooner, and safer.

For more information, please check our website: autox.ai ( https://www.autox.ai/ )

WIRED ( https://www.wired.com/2017/03/autox-slaps-50-webcams-car-make-drive/ ) | Business Insider ( http://www.businessinsider.com/autox-ceo-jianxiong-xiao-interview-2017-3 ) | MIT Technology Review ( https://www.technologyreview.com/s/604006/autox-has-built-a-self-driving-car-that-navigates-with-a-bunch-of-50-webcams/ )

Responsibilities


Build and maintain various web and mobile applications
Design and implement full-stack solutions for storing and presenting test results and data acquired from our growing vehicle fleet
Build critical tools to manage our unique development, deployment, data pipelines and testing workflows

Qualifications


3+ years of industry software engineering experience
1+ years experience building modern Javascript front-ends
Experience with modern web frameworks such as Node.js, Flask, Django, etc.
Understanding of at least one popular server side MVC Framework (Django, Rails, Play, etc)
Experience with SQL and NoSQL databases
Strong Linux background
MS/BS in computer science or related field

What We Offer


Working at one of the fastest growing and most promising self-driving car startups
A great work environment that supports growth and development
Highly competitive compensation and benefits package with 401k match
Lunch, dinner, and fully stocked kitchen

"
33,http://www.indeed.com/rc/clk?jk=76a653a239ec9768&fccid=5cf4e54c5ef78aa7&vjs=3,Software Engineer - Internship (Fall 2018),Affirm,"San Francisco, CA","As an intern at Affirm, you will be treated as a contributing member of our top-notch engineering team, and as such you will work on meaningful projects and push code. Recent grads and interns in the past have built a real-time high-throughput data processing pipeline that ties our infrastructure together, built out our proprietary financial platform that is central to our long term company mission, and built out our extensive automated testing framework.


We are excited to meet and consider strong students for (full-time) internships at any time of the year. We are a fast-moving team that is happy to tailor projects to your interests and push your abilities.


What You'll Do
According to your interests and experience, you’ll work on Product Engineering, Platform Engineering, or Infrastructure Engineering teams. We welcome students with technical interests in Front End, Full Stack, and/or Backend development. We'll be in conversation during the entire interview process to determine which team bests matches your skill-set and interests. What We Look For
Passion and drive to change consumer banking for the better
Experience with Python, C/C++ or Java
Continuous deployment and automated testing frameworks
Frontend Experience with WebApp/JavaScript/AngularJS/ReactDeveloper
API development/documentationAWS or other PaS frameworks
Strong understanding of operating system internals
Strong communication skills ABOUT AFFIRM 
At Affirm we are using technology to re-imagine and re-build core parts of financial infrastructure to enable friendlier and more transparent financial products and services that improve lives.


We believe the financial industry is fundamentally broken. Not only is the core infrastructure built with technology from the 1970s, but there are a dwindling number of people who say ""I trust my bank to look out for me"". It doesn’t have to be this way, and it’s our mission to fix this problem.


We are based in San Francisco; founded by Max Levchin (founding CTO of PayPal), Jeff Kaditz (CDO DeNA/ngmoco), and Nathan Gettings (founding CTO of Palantir); and building a team of exceptionally talented people to join us on our mission."
34,http://www.indeed.com/rc/clk?jk=475757ca8ce94403&fccid=add1f8e3850daa11&vjs=3,Senior Software Engineer,KMM Technologies,"Frederick, MD","There are is a position available for a Senior Software Engineer


The position duties and requirements are as follows:


THE DUTIES INCLUDE:


Design and Implement SAS Enterprise Case Management(ECM) application. Construct UI definitions for case, Incident, and party objects. Create data grids in each User Definition file. Configure reference table values (lookup tables). Embed or link to SAS Visual Analytics reports through the Metadata server. Create 5 to 10 step non-complex workflows. Construct UI definitions for 4 case types with approximately 20 fields in each. Use ECM XML Generator and SAS Web Service to move alerts from data source to ECM as Incidents and/or Cases with conditional checking for existing alerts. Setup user accounts, groups, roles together with SAS platform administrator. Develop technical strategies and architectures for high-performance, scalable and complex enterprise-grade systems based on the analysis of the business goals, objectives, needs, and existing data systems infrastructure.


APPLICANT MUST HAVE
Degree in Engineering/Computer Science related. Master’s degree with 2 years or Bachelor’s degree with 5 years of work experience in software development.
Position requires experience in SAS Enterprise Case Management, SAS Enterprise Guide, SAS Web Service, SAS workflow studio, Base SAS/Macros, SAS Platform Metadata, SAS Stored Processes, SAS Visual Analytics, Oracle, PL/SQL, Shell Scripting, Windows, UNIX, XML.
Travel/Relocation to client sites;
Hours: M-F 40 hrs/wk. 9.00 a.m. to 6.00 p.m.;
Salary: $117,000 per year.

Please send resumes to support@KMMtechnologies.com ."
35,http://www.indeed.com/rc/clk?jk=69e8b6c6fb5d9e20&fccid=bbd3184c7db2df2a&vjs=3,Entry-Level Software Engineer,Concepts NREC,Vermont,"Concepts NREC is looking for an entry level Software Engineer. In this role, working out of our White River Junction, Vermont location, you will be working as part of a team developing a suite of products. This is a great opportunity to utilize your software skills to develop industry leading software applications.


Entry-level Software Engineer duties include: assisting in software requirements analysis, design, development and testing of software systems or applications for software enhancements and new products; applying the appropriate standards, processes, procedures, and tools throughout the system development life cycle to support the generation of technical engineering products; participating in internal review of software components and systems.


Basic Qualifications: Bachelor's degree in Software, Computer, or Systems Engineering, Computer Science, or a related technical field, or the equivalent experience is required. Qualified candidates must have good working knowledge of the software development process, engineering concepts, principles, and theories; working knowledge of software tools such as Integrated Development Environments (IDE) like Eclipse or Visual Studio, as well as version control and defect reporting tool; and C++, python, Javascript, Web client/server skills are a plus.


A complete compensation package is available including relocation assistance, health and dental insurance, company paid life/short term and long term disability insurance, vacation, 11 holidays, 401k, ESOP, flexible work schedule and full tuition reimbursement. EOE employer. Non-nicotine users only."
36,http://www.indeed.com/rc/clk?jk=a1a63a84bec9e585&fccid=8d0ce3817d129779&vjs=3,"Software Engineer, Analytics Infrastructure",Slack,"San Francisco, CA","At Slack, data plays a key role in helping us answer all types of questions: whether we should launch a feature, what type of advertisement campaigns to run, what API endpoints are most in need of performance improvements, etc. The Analytics Infrastructure team is responsible for building and maintaining software that powers these decision-making processes.

Some projects we work on are:

An end-to-end A/B testing framework that runs experiment configurations, tracks metrics, and measures results using statistical models.
An in-house dashboard builder that allows analysts to combine charts and SQL queries into presentable, easy-to-use web pages.
A wiki-style glossary for communicating key terms and metrics.

Join us to build a foundation for Analytics at Slack.

Requirements:

You have a good understanding of math and statistics.
You have a bachelor's degree in Statistics, Mathematics, Computer Science or related field, or equivalent training, fellowship, or work experience.
You have extensive experience with at least one of the following programming languages: JavaScript, Python, Ruby or PHP.
You possess strong computer science fundamentals, including a knowledge of data structures and algorithms.
You understand the importance of programming abstractions and apply them with great focus as you seek to simplify and improve the codebase.
You know how the web works. You know HTTP and TCP/IP and what a good API looks like.
You are someone that others enjoy working with due to your technical competence and positive attitude.
You can jump into situations with few guardrails and make things better.

Bonus Points:

Experience with JavaScript libraries like React.js and Redux or data visualization tools such as D3 or Highcharts.
Familiarity with distributed data processing tools (Hive, Presto, or Spark).

"
37,http://www.indeed.com/rc/clk?jk=97e2099753cbd040&fccid=992667826d5f7aa4&vjs=3,Senior Software Engineer,Heitmeyer Consulting,"Amherst, NY","Sr. Software Engineer

MUST BE A US CITIZEN OR GREEN CARD HOLDER

This person will be working on integration of data - Oracle/ Websphere is the primary skill

The manager would really like to see someone that can grow from a Tech to a Tech Lead.

Nice to have but not required:
Actimize/ AML suite experience

Java/ Python

Job Description:
Provides designs, specifies information systems solutions and the highest level technical direction in the development of new or existing applications to solve basic to complex problems or enhancements.

Acts as a principal application designer for critical components and major modifications effectively using analytical skills, technical skills, available technology and tools in the evaluation of client requirements and processes.

Provides solutions that are technologically sound. Often directs and monitors the activities of junior staff.

RESPONSIBILITIES

Performs and oversees the most complex systems analysis, design and development efforts.

Plays a key role as a leader and individual contributor on complex projects. Provides the highest level

analytical consulting and leadership in identifying and implementing new uses of information technologies to assist the client areas and Bank in meeting their short term business goals and long term strategic objectives.

Must be able to direct and monitor junior resources, plus coordinate development tasks for any scope effort.

Prepares and manages the technical component of project plans.

Confers with other development staff, operations staff and IT staff in overall systems development direction from technical analysis to user acceptance testing.

Prepares and reviews test data and executes detailed test plans.

Performs any required debugging.

Evaluates and understands highly complex interrelationships and effects among programs, interfacing applications and platforms.

Prepares thorough, clear technical and functional specifications and updates systems documentation.

Reviews documentation prepared by junior development staff.

Prepares and reviews technical assessments to include required tasks, estimated time frames and effort for any scope project.

Maintains efficient operation and effectiveness of supported applications.

Recommends new technology, policies or processes to benefit the organization and improve deficiencies.

Typically will lead technical evaluations of vendor software.

Performs other related duties or projects as required, which may include playing a lead role in due diligence, cost/benefit analysis or business study activities.

Follows and promotes the use of development standards and procedures.

Maintains a high level of technical aptitude and expert working knowledge of the supporting application(s), development environments and the supported client environment.

Assists in developing expense and capital budgets."
38,http://www.indeed.com/rc/clk?jk=8afa7b0b8c6a83af&fccid=eface1852a770267&vjs=3,Software Engineer - Web Full Stack,AutoX Inc,"San Jose, CA","AutoX is an artificial intelligence company, based in Silicon Valley, and is creating full-stack A.I. software solution (perception, planning, and control) for self-driving vehicles to achieve level 5 full autonomy. Our disruptive innovation can deliver autonomous driving to more people, sooner, and safer.

For more information, please check our website: autox.ai ( https://www.autox.ai/ )

WIRED ( https://www.wired.com/2017/03/autox-slaps-50-webcams-car-make-drive/ ) | Business Insider ( http://www.businessinsider.com/autox-ceo-jianxiong-xiao-interview-2017-3 ) | MIT Technology Review ( https://www.technologyreview.com/s/604006/autox-has-built-a-self-driving-car-that-navigates-with-a-bunch-of-50-webcams/ )

Responsibilities


Build and maintain various web and mobile applications
Design and implement full-stack solutions for storing and presenting test results and data acquired from our growing vehicle fleet
Build critical tools to manage our unique development, deployment, data pipelines and testing workflows

Qualifications


3+ years of industry software engineering experience
1+ years experience building modern Javascript front-ends
Experience with modern web frameworks such as Node.js, Flask, Django, etc.
Understanding of at least one popular server side MVC Framework (Django, Rails, Play, etc)
Experience with SQL and NoSQL databases
Strong Linux background
MS/BS in computer science or related field

What We Offer


Working at one of the fastest growing and most promising self-driving car startups
A great work environment that supports growth and development
Highly competitive compensation and benefits package with 401k match
Lunch, dinner, and fully stocked kitchen

"
39,http://www.indeed.com/rc/clk?jk=810cde5b3d4938a3&fccid=e0f722216f661416&vjs=3,Software Engineering Internship,Katerra Inc,"Menlo Park, CA","Katerra is a technology company transforming property development, design, and construction—from start to finish. We are building an entirely new kind of company that brings together expertise in design, technology, material sourcing, manufacturing, and construction as a single integrated offering.

With this unique approach, we have the opportunity to design and build beyond compromise. Beautiful, efficient, sustainable–we can do it all. The era of design concessions is over.

At Katerra, we lead from every seat. Our ideal team members are self-starters that embrace ambiguity, think big, and bring their own uncompromising standards of excellence.

Software Engineering Internship

Katerra is looking for Software Engineer Interns to contribute to the teams in our Menlo Park and Phoenix locations. The software engineer intern will assist in development projects to support our various teams across products, construction projects and manufacturing. A successful intern will be creative, take initiative, is able to be self-directed and able to adjust to an ambiguous environment. Our interns will gain valuable skills and on-the-job experience while learning from expert professionals.

Essential Duties & Responsibilities

Writing software for home automation and the Internet of Things, including low power, resource constrained devices.
Developing tools to drive automated production lines and CNC machines.
Developing regional-scale BIM modeling software, uniting layout tools, real time simulation, and data analysis into a single interface
Machine learn large geospatial data sets

Required Skills & Experience

Currently pursuing a Bachelor's or Master’s degree in Computer Science or related technical field.
Must be currently enrolled in a full-time degree program and returning to the program after the completion of the internship.

Preferred Skills & Experience

Experience in embedded device or Internet of Things development.
Experience in architecture, design, manufacturing or construction.
Expected graduation date in the Spring/Summer of 2018 or late Fall/Winter 2017.
Knowledge of Unix/Linux or Windows environment, and APIs.
Implementation skills (C++, C, C#, Python, JavaScript).
Strong GPA
Willingness to learn
Resourceful and team-oriented problem-solving skills
Forward thinking with strong interpersonal skills
Display a passion for innovation"
40,http://www.indeed.com/rc/clk?jk=bf33454a5f4ae4e3&fccid=cbeeee85f0a8fd3f&vjs=3,Software Engineer,"Cimarron Software Service, Inc",Alabama,"Cimarron is seeking an experienced Software Engineer to support the Space Launch Systems Core ground systems software and simulations to check out the Core Stage flight article. The chosen candidate will design and deliver key components of ground systems and support the design and development of NASA's next big rocket that will enable space exploration for years to come.

Required Skills, Experience, and Education:

Experience with Enterprise Architect.
Experience with Linux RedHat real-time mission critical operating systems.
C++, XML programming.
Experience with PrismTech Open-splice Distributed Data System.
Experience with QT Graphical User Interfaces.
Experience in the Software development Lifecyle with requirements, analysis, development integration and test.
Bachelor's degree in Engineering, Math, or Physics.
Business Profile:

Cimarron is a global solutions company with a strategic partnering approach to satisfying customer-driven requirements. We ensure customer success with a modern approach and experienced leadership. Driven by an entrepreneurial spirit, Cimarron is fueled by highly skilled employees, developing new innovative technologies, and delivering superior products and services.

We believe in recognizing employees' worth by offering competitive salaries and benefits, including health, dental, and vision insurance, 401(k) contributions, educational reimbursement, and much more. From company communication through Company-wide Information meetings led by our President and CEO, to an Awards program designed to recognize our amazing employees and their accomplishments, you will not only feel like you are a part of a team, you will be a valued member of the Cimarron family.

Cimarron is an Equal Opportunity/Affirmative Action Employer, M/F/Disability/Veteran. Due to facility security requirements, only US Citizens are eligible for consideration at this time."
41,http://www.indeed.com/rc/clk?jk=42c10c2e14206ccb&fccid=9784ae78e9834539&vjs=3,Software Engineer,Intuit,Idaho,"TSheets is proudly owned by Intuit and powered by QuickBooks. Our team of 275 rock stars has joined forces with Intuit’s over 8,000 brilliant individuals who share our passion to innovate and deliver excellence. TSheets and Intuit share an obsessive customer-centric vision. As one company, we will provide a seamless experience and better tools to run your business.
Role Description
We’re currently seeking a passionate and experienced Software Engineer to help collaborate and build our current and future products to help make our customers lives easier and more productive. If you’re interested in working on a team where continuous deployment, cross disciplinary collaboration, and the ability to work smart, passionate (and most importantly nice) developers is the norm, then TSheets is the place for you!
On the surface, we build time tracking software that our customers’ employees love. Beneath the surface you will find the development team using new and innovative technologies like mobile application platforms, web technologies, location-based services, multi-homed datacenter design, distributed caching strategies in order to build exceptional products that create a unique user experience every day.
At TSheets you will have the autonomy to work within a small team deploying code daily to hundreds of thousands of users with whom we source direct feedback so we can listen and ensure our solutions meet our customer’s expectations. In your role you will use data to drive your technical decisions and work with a tight-knit team that supports each other in every way we can. Joining the TSheets development team means you are capable and willing to embrace change and constant learning so that you can make meaningful contributions and build amazing software.
Responsibilities:
Design, code, test and enhance existing and new solutions
Receive and provide implementation feedback in the form of regular peer code reviews
Design and implement end-to-end software functions leveraging multiple technologies
Help define and build new features in a clean and modular way
Write code and build products used by hundreds of thousands of users every day
Assist in the design and implementation of our REST API
Debug and resolve application issues reported directly by our users
Participate in functional, integration, and regression test development
TSheets set up shop in a little-known tech hub: Eagle, Idaho. We are surrounded by rolling foothills and mountain slopes with the 25-mile Boise River greenbelt running through our backyard. Idaho is a place for those who really know how to work hard and play harder.
Why join us?
The TSheets team lives, eats and breathes our core values, one of which is: Work really hard; play really hard. We are a dynamic, close-knit team with strong convictions. We also offer an extensive benefits package for all full-time employees including company-paid health benefits. You will be joining a fun, creative, experienced, and bright team, who are passionate about what we create.
Join us on our relentless mission to become the #1 employee-rated and requested time tracking and scheduling software solution on the planet!
Qualifications

Bachelor’s degree in Computer Science or equivalent experience
4-5 + years of experience with at least one server-side web technology and language like PHP, Java, C#, Ruby, JavaScript (Node.js), Python, etc.
Experience working on teams with hands-on software development experience with a leadership capacity
Front-end web development experience utilizing HTML, JavaScript, and CSS
Expertise with modern web frameworks and tools such as, but not limited to jQuery, Angular, React, Backbone, etc
Experience working with relational database technologies utilizing SQL syntax
Experience building or working with RESTful web services via JSON or XML
Experience in web application development
Self starter, comfortable leading conversations and assisting in driving architectural decisions and designs
Proven track record of success developing customer focused products
Strong customer focus and entrepreneurial mindset
Enthusiasm and an ability to work in a fast paced, rapidly changing environment
Desire to collaborate and help design and implement complex features to completion
Professionalism and an ability to set ego aside (we like nice devs)"
