,id,url,location,job_title,company,summary
111,111,http://www.indeed.com/rc/clk?jk=ee7efce87e480fca&fccid=eaa55443d85fea83&vjs=3,"Columbia, MD",Jr. Software Engineer,Advanced Technology & Research Corporation,principal duties and responsibilities design code and test applications in c++ and c for automation equipment write and update software documentation as part of the software life cycle process including requirements traceability matrices software design documents and software test plans work with the customer to determine system requirements and desired test cases and conditions execute software test cases to validate software requirements and prove robustness and accuracy of the system write software test reports documenting the results of executed test cases for the customer modify existing c++ and c code and work with software developers to correct software issues found during testing facilitate the equipment software integration process participate in the software release process and post release support education & experience requirements minimum bachelor degree in computer science computer engineering or electrical engineering two to three years of work experience a must strong proficiency in c++ and c hands on experience with software controlled equipment and systems desired skills & abilities requirements must have c++ and c programming experience proficient verbal and writing skills in english self starter works well in a small group knowledge of version control systems knowledge of full software development life cycle desirable knowledge of industrial i o networks such as devicenet interbus and ethernet ip hands on experience with electro mechanical equipment experience in control applications involving sensors actuators steppers servos and pneumatics experience interfacing with commercial printers scanners and cameras working experience in relational databases and odbc working experience in microsoft visual studios knowledge of front end graphical user interface design for touchscreen applications knowledge of network programming such as tcp ip ftp and http other requirements candidate must be a us citizen
112,112,http://www.indeed.com/rc/clk?jk=8ac884b84d4c6f29&fccid=90b23efdce757a21&vjs=3,"Sunnyvale, CA",Software Engineer - Data Infrastructure,"Clover Network, Inc.",every day clover devices handle the core card and point of sale processing for hundreds of thousands of merchants. we provide next generation payment services to the world's largest payment processor first data usd$2.2 trillion processing volume . behind the scenes we operate a cloud platform providing processing storage and collaboration for merchants application developers service providers and our merchants' customers. our devices and platform form the backbone of millions of payment interactions between merchants and their customers daily. right now we are looking to build a data infrastructure team that can focus on providing data insights to our customers & our business for metrics driven decision making. our data infrastructure engineers are great problem solvers. they are responsible for scaling and adapting our production infrastructure to align with business demands as well as maintaining our systems to protect our merchants’ needs. in this role you will help build data infrastructure pipeline that can process terabytes of data and provide services that helps in providing data insights to our merchants. in the coming year we will be growing our semi integrated partnerships expanding services to deal with multi site and enterprise merchant management and ramping existing services up for global expansion. having good data insight is going to help with metrics driven decision making. on a daily basis you will spend 70 80% of your time working on building long term data solutions to support business. the other 20 30% will be spent adding performance optimizations implementing bug fixes and monitoring production deployments and rolling releases. we are interested in hiring leaders who are not afraid to think creatively in product discussions while not losing sight of the big picture. responsibilities define & develop new data insight strategy for clover. develop services that make reporting easy take ownership of the features services you work on from development through deployment and verification to adding everyday monitoring identify technical requirements in product meetings and assist the business team with realistic project planning work with product operation & business stakeholders to roll out projects. requirements proficient understanding of distributed computing principles rdbms experience mandatory; mysql preferred superior problem solving skills proficiency with hadoop v2 mapreduce hdfs experience building stream processing system using solutions such as kafka and spark. good knowledge of big data querying system like hive pig etc. familiarity with nosql solutions such as cassandra is a plus. bachelor's degree or above in computer science or other engineering discipline or equivalent work experience nice to have interest in learning new technologies experience with a cloud platform aws google cloud rackspace etc. experience with docker and some orchestration technologies; kubernetes swarm etc. experience with scalable and highly available distributed systems previous experience in payments industry
113,113,http://www.indeed.com/rc/clk?jk=e9781db06c3ec50d&fccid=c1099851e9794854&vjs=3,"Santa Clara Valley, CA",Full-Stack Java Software Engineer,Apple,imagine what you could do here. at apple new ideas have a way of becoming extraordinary products services and customer experiences very quickly. bring passion and dedication to your job and there's no telling what you could accomplish. apple’s emerging technology group is looking for an enterprise software engineer to work on an extraordinary service based messaging and data platform. you would need to demonstrate analytical and interpersonal skills with validated ability to adapt to a dynamic project development environment. key qualifications strong programming expertise in java multi threading nio akka nosql and xml technologies. implemented solutions that handle high availability and concurrency with low latency requirements. hands on experience publishing and consuming services rest soap. development extraordinary of code and or leading existing code as part of a group and or alone. ability to develop detailed design and deliver a scalable implementation. evaluate products including open source modules and if need be incorporate them into projects. willing to aim a technical leadership role. description development extraordinary of code and or leading existing code as part of a group and or alone. ability to develop detailed design and deliver a scalable implementation. evaluate products including open source modules and if need be incorporate them into projects. willing to aim a technical leadership role. education bs degree in computer science or equivalent field with a minimum of 3+ years hands on programming experience.
114,114,http://www.indeed.com/rc/clk?jk=5ff7c6da6d36f471&fccid=c1099851e9794854&vjs=3,"Santa Clara Valley, CA",Java Software Engineer,Apple,imagine what you we could do together. at apple new ideas have a way of becoming excellent products services and customer experiences very quickly. bring passion and dedication to your job and there's no telling what you could accomplish. apple’s emerging technology group's platform services communications team is looking for a talented professional to work with us on a customer communications platform. proven analytical and interpersonal skills with confirmed ability to develop software in a dynamic project development environment. key qualifications able to develop high quality modern java applications able to analyze business requirements brainstorm technology ideas and build efficient solutions able to complete projects with minimal supervision and direction able to test debug and pursue issues able to performance tune application code strong programming expertise in java multi threading nio and xml technologies tried knowledge and experience in application development using java and jpa or hibernate experience publishing consuming services using json and rest frameworks experience with oracle relational database including schema design writing sql and performance tuning queries experience with java unit testing experience with linux unix operating system environments experience implementing solutions that handle high availability and concurrency with low latency requirements exposure to unix and mac os x is desired experience working with sms voice email and social communication channels is desired. description perform detailed design and hands on development for scalable application services develop new code and or lead existing code solo or as part of a group effort own and review work you're doing for accuracy quality performance and completeness work with project managers and technical teams in a multi functional environment to implement quality projects that meet business goals mentor and direct junior developers education bachelor’s degree in computer science or equivalent and 6+ years of progressive post baccalaureate experience in the job offered or related occupation.
115,115,http://www.indeed.com/rc/clk?jk=66648ba05260fe7f&fccid=d67c4166bc7cb79b&vjs=3,"Princeton, NJ",Software Engineer C++,"NIKSUN, Inc.",work on the analysis processing and storage of “big data” collected and generated from heavy volumes of complex network traffic. your skills will be required both in methodically enhancing niksun’s core technology with robust and efficient software solutions as well as in creatively troubleshooting complex issues involving massive amounts of data with minimal supervision. required qualifications strong development skills in c++ demonstrated working knowledge of unix platforms knowledge of networking tcp ip & protocols experience in debugging and software profiling desired qualifications knowledge of algorithms data structures and shell scripting educational requirements bachelor’s degree in cs ee or related field 3+ years of relevant experience qualified applicants will receive consideration for employment without regard to race color religion sex national origin sexual orientation gender identity disability or protected veteran status.
116,116,http://www.indeed.com/rc/clk?jk=93573302b41c52bc&fccid=34744af8e441178e&vjs=3,Remote,Software Engineer,SketchDeck HQ,we're looking for an engineer to join our team. we've a wonderful set of clients and designers and have lots of opportunity to grow faster we need you to help make it happen howdy welcome to sketchdeck we're a design agency meets tech startup. every day we create hundreds of designs for companies you know and love. at the heart of what we do is a tech platform that brings together designers project managers quality control people and clients into a big creative dance this platform is what helps us grow quickly and what we need your help to grow. we're looking to hire a mid level engineer to expand our team and help manage others. you will work directly to the ceo and head of operations and have a high degree of autonomy and freedom to choose what to work on. this is a unique opportunity to have a real impact on a growing technology startup. you can read more about what our engineering team are up to on our blog. requirements you must work in a us timezone e.g. between pst and est so that you have plenty of working time that overlaps with your colleagues. responsibilities release improve and maintain new parts of our platform work on the full stack improve our infrastructure e.g. our aws ecosystem our databases and servers propose new features incorporate user feedback write and release those features you can collaborate with designers for the ux help users when they have problems background have at least three years experience in software development know how to deliver software quickly in a startup environment communicate well and be happy talking to users benefits our values we are a growing global team working to improve design. our goal is ambitious. our values guide how we should be so we we can achieve our mission whilst building an enduring and welcoming culture. at sketchdeck each of us help each other succeed & grow. achieve ambitious outcomes. innovate. take responsibility. share progress honestly. are approachable & friendly. some reasons to work at sketchdeck we design beautiful things all day long and get excited about design it's a fun thing to make happen via a tech platform graphic designers are the nicest funnest people to work with everyone here is really good at what they do and great to work with. no ego no awkwardness just a ton of team love we have a cute office dog delivering great creative design at mass scale is a hard and fun problem to solve we're growing fast our team out for dinner in sunnyvale more concretely we offer lots of great stuff annual company retreat to somewhere fun delicious lunch lots of coffee tea snacks and soylent competitive stock options the team has a wealth of experience you can learn from generous holiday policy tech team outings free sketchdeck design projects for your important events beautiful sketchdeck designed swag designer t shirts moleskins and more shiny apple hardware our stack in case you wondered here is our tech stack aws including elastic beanstalks running docker images simple queue system rds mysql redshift kafka firebase coffeescript running on client and nodejs jade less we have a range of different servers webservers running rpc and serving a single page web app kafka workers moving data to secondary stores and running micro services api servers sqs workers running small jobs
117,117,http://www.indeed.com/rc/clk?jk=c929134b4edb3660&fccid=5fc92311ecff20c1&vjs=3,Remote,Software Engineer,Cartegraph,who we are cartegraph is in the business of building high performance government. our team is devoted to empowering people in government operations to become more effective more efficient and more productive for the benefit of their citizens. we design build and sell software that helps local governments capture valuable infrastructure data analyze it and prepare for the future. bottom line your hardwork and innovation will directly help cities and counties use their time materials and taxpayer dollars to maintain their infrastructure and provide a better quality of life for their citizens. pretty incredible huh job summary looking to code with a purpose solve problems that matter fight the national infrastructure crisis head on well then keep on reading. cartegraph is seeking a talented motivated software engineer to build out web applications for high performance government organizations. you’ll collaborate with a wicked smart team to build cutting edge products that are changing the way our cities and counties run. you’ll build web applications using modern tools and frameworks including angular 4 typescript knockout gulp.js and ionic. our back end is c# .net with sql server. we do continual deployments with octopus deploy for dev qa cycles. you’ll also work with the latest tools like visual studio 2017 visual studio code tfs 2017 and git to create user experiences our customers will love. really like where you live no worries relocating to dubuque ia is not required. we’ve built a remote culture that allows you to work from anywhere. we have special meet ups every year to team build kick back and have fun. what you’ll do… work with a crack team that includes developers testers business analysts and ux designers to help change the world. test your skills every day by solving challenging and diverse technical problems. grow your career with several opportunities to mentor and lead projects. participate in lively technology discussions where your opinion is truly valued and respected. work on industry leading exceptionally flexible metadata driven web and mobile applications. produce high quality code that includes unit tests and code reviews. stay current with the latest most relevant technologies and trends. requirements who you are… you have a 4 year degree in computer science or equivalent experience. you’re a full stack developer with experience with technologies like angular ionic asp.net mvc and sql server. you understand scalable saas based applications. you appreciate the importance of writing testable and maintainable code. you take pride and ownership in the software and user experiences you create. you believe in agile and continuous deployment to obtain rapid customer feedback. you are a confident forward thinker who’s solid in web object oriented and agile processes and concepts. you’re professional but know how to have fun while killing it. you're innovative and don't settle for the status quo. you have a passion for mastering new technologies. you’re organized manage your time well and stand behind your work. benefits we tried to narrow down to just 5 reasons to work here but it was impossible. opportunities to apply your skills and experiences with an established industry leader collaborative work environment unlimited online training through udemy free ticket to that conference a summer camp for geeks co workers with a passion for what they do casual and flexible work environment competitive pay and benefits 15 days of pto in just your first year whoa paid parental leave one week sabbatical every five years paid holidays plus a couple extra days 401k plan with generous employer match social events coffee and snacks foosball and more... travel minimal up to 10%.
118,118,http://www.indeed.com/rc/clk?jk=973f9f9b509f13f6&fccid=b5b9e6b6133d7efc&vjs=3,"Arlington, VA",Jr. Software Engineer,Higher Logic,junior developers provide technical support to gain higher logic platform experience. technical support includes product ui application layers technical architecture api and integration with external platforms. junior developers will also be tasked with developing internal tools. responsibilities participate in the design development and maintenance of higher logic's product develop software using an agile methodology provide superior customer service keep current in emerging technologies demonstrate a passion to learn and take on increasing responsibility requirements bachelor’s degree in computer science or related field asp.net web api excellent understanding of object oriented languages and c# proficient in sql understanding of distributed loosely coupled architectures web services prefer both restful and wsdl json experience a plus ability to work independently and manage multiple tasks strong written and verbal communication strong attention to detail for all facets of work visual studio and team foundation server solid understanding of .net demonstrated passion for learning with a focus on technology
119,119,http://www.indeed.com/rc/clk?jk=23a5b06739910775&fccid=c1099851e9794854&vjs=3,"Santa Clara Valley, CA",Mac Platform Software Engineer,Apple,he mac platform software team is seeking a software engineer to help with the development of the next generation of apple mac systems. weʼre looking for engineers with exceptional problem solving skills and a passion for quality. key qualifications minimum of 2 years of software firmware development experience understanding of uefi and the x86 platform experience with board bring up and system design hardware debug experience asic level to system level kernel and device driver development and debugging experience strong c c++ programming and debugging skills familiarity with scripting languages e.g. python perl exceptional problem solving skills attention to detail and a passion for quality willingness to travel internationally 10% time description a systems engineer plays a central role in the development of future macs. this will include work in system software device drivers firmware and overall system architecture. responsibilities include design implementation and troubleshooting of both hardware and software to achieve product specifications. triage issues to identify and solve critical product blockers. balance performance with energy efficiency in a highly constrained system environment. work with factory and operations teams to support prototype product builds and drive yield into production. shape future requirements to create innovative new products. education bachelor’s degree or equivalent experience in computer science or a related field additional requirements experience with macos and iokit understanding of high speed interfaces e.g. pcie ddr familiarity with oscilloscopes and power sequencing knowledge of cpu and device power management x86 assembly language programming
120,120,http://www.indeed.com/rc/clk?jk=d001e64632afda24&fccid=4ed80f3a97849f22&vjs=3,"New York, NY",Broadcast Infrastructure Software Engineer,The Walt Disney Company (Corporate),ascertain software requirements for various projects interface with other software developers throughout the organization write scripts and applications to control or monitor equipment develop custom monitoring tools and displays using elk splunk nagios and similar tools provide feedback and technical reports to management on the progress and status of assigned projects perform other multimedia related special assignments which may include travel to remote sites provide professional courteous and timely technical support assist other engineers in project research design planning implementation procedural documentation and training programming skills in java and c c++ basic networking experience flexible hours competent with mac pc and linux unix computer systems individual must be able to work under pressure and meet strict job deadlines understanding of audio video and network signal flows a plus bachelors in electrical engineering or its equivalent this position is a legal entity of the walt disney company an equal opportunity employer. as a broadcast infrastructure software engineer you’ll be responsible for writing software tools to control or monitor various broadcast systems in mlbam facilities. this includes the infrastructure located at the multimedia datacenters across north america and partner locations around the world. the candidate will ensure work is completed in a timely manner and interface with various departments to determine software requirements. equipment encountered in this position includes but is not limited to broadcast servers multiviewers broadcast automation systems vtrs routers fiber transmission equipment satellite systems various automation servers and ip networking hardware. this position is a legal entity of the walt disney company an equal opportunity employer. 508378
121,121,http://www.indeed.com/rc/clk?jk=0ba7506be863c199&fccid=b5435bdc4be466ce&vjs=3,"Palo Alto, CA",Test Automation Engineer - Energy Software User Interfaces,Tesla,job description
122,122,http://www.indeed.com/rc/clk?jk=b098756436d6891a&fccid=c1099851e9794854&vjs=3,"Santa Clara Valley, CA",Software Engineer - ML Development Tools,Apple,the core ml team is looking for an exceptional software engineer to design and implement apple development tools for machine learning. in this highly collaborative role you will be at the center of multiple efforts to make machine learning an accessible and powerful tool for all developers. we are looking for someone with proven mastery of software development and familiarity with the internals of software development tools. you should have a strong mix of education and practical experience with a passion for diving in to challenging problems head first. key qualifications strong and proven software development skills proficiency in c c++ or similar proficient analyzing and debugging complex programs experience with the internals of debuggers and or compilers e.g. lldb llvm experience with basic data analysis and statistics a plus experience building user interfaces a plus experience with swift objective c and xcode is highly desired creative collaborative and product focused excellent communication skills description work includes building and maintaining machine learning development tools and utilities for interfacing with core ml. ensuring high quality and agility with unit integration and performance tests. you will work collaboratively to make the integration of apple's machine learning frameworks seamless with development tools in the apple ecosystem to maximize the developer user experience. you should possess strong skills in software design and programming and be excited about delivering the best possible developer experience for core ml users. you are excited about developing new features maintaining existing code fixing bugs and contributing to apple's ml development tools strategy. education bs in computer science with 3+ years experience
123,123,http://www.indeed.com/rc/clk?jk=7a5aa96375978650&fccid=f89deb5a97c7738a&vjs=3,"San Francisco, CA",Software Engineer - Adobe Stock,Adobe,the challenge we are looking for someone who loves building services for the creative professional and implementing features across the full web solution stack – ours is linux nginx node 8 postgres using docker. what you'll do you’ll be working as part of a team creating innovative new features and maintaining existing ones for adobe stock stock.adobe.com and underlying micro services. the perfect candidate will need a keen eye for details and high standards for code quality and efficiency. knowledge of best practices in building scalable applications is highly desirable. candidates who enjoy tackling complex technical challenges have a passion for delighting customers and who are self motivated to push themselves in a team oriented culture will thrive in our environment. what you’ll need to succeed experience developing consumer facing web sites built with micro services using node and or java javascript html and css experience with test driven and behavior driven development and tools e.g. mocha sinon cypress jasmine junit knowledge of best practices and solid design principles in object oriented programming knowledge of security best practices e.g. sql injection xss and other exploits solid knowledge of javascript and related libraries or tools webpack es6 express redux excellent trouble shooting skills across layered systems services front end engineers should have a good knowledge of css scss bootstrap3 oocss bem and html5 bs in computer science or a related field passion for software engineering at adobe you will be immersed in an exceptional work environment that is recognized throughout the world on best companies lists . you will also be surrounded by colleagues who are committed to helping each other grow through our unique check in approach where ongoing feedback flows freely. if you’re looking to make an impact adobe's the place for you. discover what our employees are saying about their career experiences on the adobe life blog and explore the meaningful benefits we offer. adobe is an equal opportunity employer. we welcome and encourage diversity in the workplace regardless of race gender religion age sexual orientation gender identity disability or veteran status.
124,124,http://www.indeed.com/rc/clk?jk=7d0caf3c9c6d289d&fccid=4d639ec8a7ab5a1d&vjs=3,"Frederick, MD",Software Engineer - TS/SCI Required,Protege,software engineer md work locations relocation assistance provided clearance active ts sci clearance is required poly preferred the software engineer serves as a principal member of the engineering team a serves as an expert in technical challenge areas troubleshoots and corrects problems across multiple systems software development manages software and provides and implements architectural recommendations to clients regarding deployment efforts. a software engineer must rely on his her ability with systems and application flow to identify and resolve issues and problems. duties and responsibilities customize and extend software based on client business requirements. work with customer to deploy large scale critical applications using a variety of software technologies. define and communicate customer driven product enhancements to the engineering group. work with an agile development team through all phases of product development including design implementation and release. develop reusable software modules and components technical design and development of new software modules and enhancements of existing ones. work with your peer developers to integrate the ui into application business tier. evolve the existing software system applications and architecture in various areas as needed. study new technologies and bring fresh ideas that can benefit the project. evolve the existing software system applications and architecture in various areas as needed. produce clean unit tested and refactored code. qualifications bachelors or masters degree in computer science computer information science engineering or equivalent work experience with many of the following technologies. languages java c++ c# groovy ruby scala web technologies javascript rails grails angular js express js extjs data stores mongodb or equivalent nosql database relational databases oracle mysql etc accumulo cloud technologies map reduce spark storm hive pig hadoop travel regional travel is required but much of the development work needs to be done on site. we have worked very hard to keep it travel to a minimum. candidates should be prepared for 2 3 days of travel 1 week out of the month. compensation the most driven and dedicated professionals will be compensated with a lucrative structure with outstanding upside potential. base salaries will range depending on experience between $150 000 $200 000. plus bonus. benefits 3 weeks paid leave all holidays full health and disability coverage and company funded retirement plan. please respond to karl@protegehunters.com
125,125,http://www.indeed.com/rc/clk?jk=014247c27faff9e6&fccid=602e8370b8d51b13&vjs=3,Vermont,Data Analytics Software Engineer,Vermont Energy Investment Corporation,overview division veic location vermont department data analytics reports to manager data analytics veic has a long history of creating innovative solutions to global energy challenges. we are now using cutting edge analytics techniques to turn data from internet connected devices into actionable insights that can unlock new sources of energy savings. be part of the energy solution veic is committed to building a work community that is inclusive and represents a vibrant diversity of background experience perspective and thought. climate change impacts all of us; however we are impacted differently based on our identities and experiences. we all deserve a place at the table to make decisions about our collective future – we hope you’ll consider joining us as we work towards our vision for a healthy planet thriving people and energy justice. candidates across all markers of identity age race gender ability communication style etc. are highly encouraged to apply what you will do in this job you will wrangle data from hundreds of thousands of internet connected devices such as smart meters and smart thermostats into scalable analytics platforms. you will craft elegant data driven software solutions to discover hidden energy savings in our clients’ buildings. you will tease out the nascent requirements of energy efficiency programs to deliver innovative services by using data to measure and monetize energy savings. you will continuously improve our open source data analytics software with leading edge tools and techniques to maximize adoption and impact. and you will also lead software development lifecycle tasks as part of the data analytics team contributing to a mission driven creative enjoyable and stimulating work environment. responsibilities what a day might look like code up some data analytics software configure server based systems fix bugs and design architecture for internal and external clients. design develop document and maintain software that derives useful information from various data sources such as smart meter ami data; sub meter smart thermostat and other sensor data; building operations and production data; public data; etc. deploy those solutions as part of veic’s custom software environment. reviews and improve data acquisition management and analysis systems applications and infrastructure in order to ensure quality and alignment with internal and industry best practices. leads solution development process including aspects of service software and data architecture; user requirements; user interface experience design; testing qa; maintenance; documentation; source code control; continuous integration and release management. qualifications this job might be right for you if you have a strong personal commitment to the mission vision goals and values of veic. you are a data geek with a bachelor’s degree in computer science mathematics statistics and or engineering or related field. this is not your first rodeo you have a minimum of 9 years of experience developing software including at least 5 years of direct experience with data centric software development or a combination of education and experience from which comparable knowledge and skills were acquired. you are a code ninja with fluency in multiple programming languages including python and javascript. your tool belt includes significant knowledge of and demonstrated expertise with most of the following or comparable systems flask django or similar framework s sql web api nginx apache linux r c#. you have significant knowledge of and demonstrated expertise with web software technologies including html css javascript and modern web frameworks and orms. you produce elegant code through your fluency in refactoring unit testing and object oriented programming techniques. you’re comfortable clambering through the branches of version control systems such as git or subversion. you have experience in cloud based saas system design and architecture. you can build systems that scale with experience in distributed parallel processing and service oriented software architectures. you structure your code for reuse with experience authoring and maintaining software frameworks and libraries. you give back to the community with experience contributing to managing or other involvement in open source software projects. you sweat the small stuff demonstrated ability to be organized detail oriented accurate and able to handle multiple tasks and competing priorities in a dynamic and fast paced environment. you can sell your vision with demonstrated ability to put together concise articulate communications to internal stakeholders. you not only speak geek but also have the ability to communicate with non technical stakeholders to define and document project requirements. you understand that people are part of every solution and have experience in facilitation reviewing work of others communications and the ability to develop and attain goals. you share your wisdom with experience training technical and non technical staff in analysis and software techniques. you are a team player with demonstrated ability to work both collaboratively and independently. when you are not immersed in code you have strong interpersonal and customer service skills. not content to rest on your laurels you are skilled at knowing when to adapt to new challenges processes and innovation. you can surf the waves of change with a demonstrated ability to evaluate develop implement and adopt new technologies. benefits and perks medical dental and vision insurance starting your first day of employment $300 year reimbursement for any approved well being related activity or purchase $300 year reimbursement for any qualified energy investments through our sustainability benefit $750 year to allocate in $50 increments to either well being and or sustainability benefit 5 weeks of cto for all new hires...increase in cto at 5 years of service 2 months paid sabbatical for all employees after 10 years of employment stocked kitchen with communal condiments coffee and drinks open concept office space with unique meeting spaces to foster creativity and innovation or just quiet head’s down time on site gym access treadmill bike trainers rowers and full weight lifting gym fitness class offerings and changing rooms with showers secure bike locker storage for commuters onsite ev charging stations community solar options for bed customers flexible work schedule in a culture of trust and autonomy lakeside office location in burlington vt with tremendous views and bike path access
126,126,http://www.indeed.com/rc/clk?jk=f162385ff226d245&fccid=d30328706976dba9&vjs=3,"Atlanta, GA",Junior Ideation Software Engineer (Internship),Stanley Black & Decker,your opportunity as a junior ideation software engineer at stanley black & decker your role will be to discover understand and adopt emerging technologies to bring new age product concepts to life. you’ll be prototyping and developing idea stage software that intertwines our connected products and devices with interactive software. as a member of the innovation team you will aid in developing newly conceived software products. this is a dream job for the engineer who loves to live on the cutting edge and is comfortable taking the lead with minimal direction. if you are a creative engineer who covets the challenge of finding imaginative and unconventional ways to deliver solutions then you’ve just found your tribe. your challenge lead product prototyping and development efforts for single or multiple projects to prototype manage multi stakeholder projects from start to finish innovate identify specify and implement new concepts and ideas facilitate discussions with marketing and design teams regarding aesthetics plan and carry out project responsibility with limited assistance and direction independently seek recognize define and solve problems to achieve unit objectives carry out projects from start to finish with few specifications what we’re looking for academic concentration in computer science engineering or a related field extremely strong self motivator and self starter experience and ability to grasp and execute new development platforms strong experience consuming api’s and sdk’s strong ability to design and develop new products from concept effective oral and written communication skills effective analytical problem solving and decision making skills ability to prioritize and handle multiple tasks and projects concurrently nice to have cloud experience aws google cloud azure etc. augmented or virtual reality experience artificial intelligence or machine learning experience working knowledge of communicating via bluetooth wifi technologies familiar with json embedded c c++ iot protocols i.e. mqtt xmpp dds amqp coap etc experience with edison boards arduino raspberry pi and mobile platforms ios android. understanding of embedded development to interface with hardware devices makerspace membership what you get tour of mastery expand your abilities in prototyping and bringing cutting edge to life. learn the broader aspects of software development through an iot lens while working within a fast moving experienced team of experts in iot and software design. gain a sense of mentorship and purpose where leveraging your passion and strengths matters most. internship details beginning january 22 2018 through april 27 2018 we are located at 10 10th street atlanta ga 30309 midtown standard hours are mon fri 8 30am to 5pm; hours can be flexible within reason 40 hours per week paid internship interested whether you’ve just begun classes been in classes for the last 4 years or just looking to leverage your talent in a new way we’d love to talk to you. tell us what that next step in your career looks like. let’s tap into your passion and potential about us stanley black & decker digital accelerator’s mission is to infuse digital into the dna of the company. the focus is on rapid development and deployment of cutting edge technologies analysis and software into our products and business processes to change the way we win serve and retain customers. stanley black & decker an s&p 500 company is a diversified global provider of hand tools power tools and related accessories mechanical access solutions and electronics security solutions healthcare solutions engineered fastening systems and more. for more information about stanley black & decker please visit stanleyblackanddecker.com stanley black & decker is proud to be an equal opportunity employer supporting diversity in the workplace. all qualified applicants to stanley black & decker will receive consideration for employment without regard to race religion color national origin sex sexual orientation veteran's status age disability or any other characteristic protected by law.
127,127,http://www.indeed.com/rc/clk?jk=94756f0631f01507&fccid=a620d529552cb5ef&vjs=3,"Palo Alto, CA",Embedded System Software Engineer,"DeepMap, Inc",we are looking for embedded software engineers with experience in real time firmware and a strong passion on the self driving car industry maps machine learning and big data. if you are an independent problem solver have a strong drive to excel and are looking for opportunities to make a big impact this is the right place for you. responsibilities work on with multiple on vehicle compute platforms. collaborate with our customers’ engineering teams. set up test frameworks for each platform. ensure our software meets performance and accuracy specifications on each platform. optimize our libraries to take advantage of available hardware gpu fpga processor specific etc. . minimal requirements bs ba degree in computer science or electrical engineering related technical field or equivalent practical experience. 0~2 years professional software development experience including internship . good knowledge with c c++ and embedded systems.. experience with real time firmware. experience with low latency safety critical systems passionate strong motivation and self driven. preferred requirements master's or phd in computer science or related technical field. 3+ yr experience in developing embedded systems. adas experience is a strong plus expertise integrating sensors cameras is highly desired. experience with safety critical systems is a strong plus; experience with embedded distributed systems is a strong plus; solid background in mathematics working knowledge of computer graphics and image processing understanding. at deepmap we cherish and celebrate every individual's difference. we are proud to be an equal opportunity employer and we are committed to equal employment opportunity regardless of race color religion national origin sex sexual orientation age marital status gender identity veteran status and disability or another legally protected status. deepmap will provide reasonable accommodation to employees who have protected disabilities consistent with local law. we will also consider qualified candidates regardless of criminal histories consistent with legal requirements. if you are unable to submit an application because of incompatible assistive technology or a disability please let us know and we will make every effort to respond to your request for assistance as soon as possible.
128,128,http://www.indeed.com/rc/clk?jk=795bf9c451c5eea3&fccid=bcc7d559bfc464f8&vjs=3,"Glendale, CA",Jr. Software Engineer,MedFax,overview overview our mission is to be the world’s single most trusted source of truth regarding healthcare institutions providers pharmaceuticals and devices to improve outcomes through transparency and accountability. we believe access to accurate complete information is at the center of healthcare. medfax continually ingests data from more than 10 000 sources creating the first truly validated trustworthy actionable tool for the healthcare industry to understand and leverage data in real time. this is a full time position with competitive salary plus benefits. medfax provides equal employment opportunities eeo to all employees and applicants for employment without regard to race color religion sex sexual orientation gender identity or national origin citizenship veteran’s status age disability status genetics or any other category protected by federal state or local law. responsibilities key responsibilities the junior software engineer is responsible for joining a product team and contributing to the software design software development and overall product lifecycle for a product that our users love. the engineering process is highly collaborative. junior software engineers are expected to collaborate daily as they work through user stories and support products as they evolve. as a junior software engineer you will grow your skills while you create support and deploy production applications. junior software engineers will be paired with senior engineers to grow and diversify their skillset in a relatively low pressure environment. junior software engineers are expected to contribute to the overall product development but just as importantly grow and diversify their skills while gaining valuable hands on experience. in addition junior software engineers may be involved in product configuration performance tuning and testing as well as production monitoring. collaborates and pairs with other product team members ux engineering and product management to create secure reliable scalable software solutions develop testable maintainable and scalable software for medfax service oriented architecture and core data layer applications build large scale web applications with the latest front end technologies build backend api micro services in various languages including java javascript go configures commercial off the shelf solutions to align with evolving business needs excellent communication and documentation skills. highly motivated and to work in a team & deliver. open to taking direction and incorporating feedback to grow professionally. excellent analytical skills. qualifications skills requirements s. degree in computer science or its equivalent. 2+ years of full stack development experience. 2+ years of experience with an object oriented language. 1+ years working with cloud architecture and applications. 2+ years of experience in integrating front end and back end components. experience in a modern scripting language preferably python exposure to a modern web application framework such as ruby on rails spring mvc and node.js exposure to a front end technology and frameworks such as html5 css3 javascript angularjs react js and jquery. experience with the spring ecosystem spring boot spring cloud spring integration experience developing applications with express.js mean and other node.js frameworks & stacks experience with agile development methodologies working knowledge of docker software containerization and micro services architectures experience with html5 and css3 exposure to writing sql queries against a relational database. good understanding of version control systems preferably git . html5 backbone and saas experience a plus. experience in using linux and bash commands a plus. hands on experience with message modeling such as tibco ems active mq kafka etc. a plus.
